Cusip,State,Description,Coupon,Maturity Date,Next Call Date,Moody's Rating,S&P Rating,Price Bid,Price Ask,Yield Bid,Ask Yield to Worst,Ask Yield to Maturity,Quantity Bid(min),Quantity Ask(min),Attributes
="06050WGE9","N/A","BK OF AMERICA CORP  MTN                 4.00000% 08/15/2034","4.000","08/15/2034","--","A2","A-","89.468","96.386","5.188","4.390","4.390","100(5)","1(1)",IE CP SFP D SO 
="20030NBM2","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE4.20000% 08/15/2034","4.200","08/15/2034","02/15/2034","A3","A-","100.711","101.387","4.122","4.048","4.053","250(10)","200(10)",IE SFP D 
="742718DB2","N/A","PROCTER &GAMBLE CO  NOTE CALL MAKE WHOLE5.80000% 08/15/2034 ISIN #US742718DB20  SEDOL #B02GLW4","5.800","08/15/2034","N/A","AA3","AA-","121.223","122.954","3.609","3.452","3.452","100(5)","45(10)",IE SFP D 
="720186AH8","N/A","PIEDMONT NAT GAS CO INC NOTE            4.10000% 09/18/2034 CALL MAKE WHOLE","4.100","09/18/2034","03/18/2034","A3","BBB+","95.211","96.909","4.620","4.432","4.432","1,000(100)","24(5)",IE SFP D 
="549271AF1","N/A","BERKSHIRE HATHAWAY  INC DEL BOND        6.50000% 10/01/2034 CALL MAKE WHOLE","6.500","10/01/2034","N/A","AA2","AA","124.075","124.523","3.982","3.941","3.941","500(5)","250(1)",IE SFP D 
="049560AG0","N/A","ATMOS ENERGY CORP   NOTE CALL MAKE WHOLE5.95000% 10/15/2034","5.950","10/15/2034","N/A","A1","A-","114.418","115.802","4.408","4.273","4.273","100(5)","500(1)",IE SFP 
="172062AE1","N/A","CINCINNATI FINL CORPNOTE CALL MAKE WHOLE6.12500% 11/01/2034","6.125","11/01/2034","N/A","A3","BBB+","115.406","116.106","4.476","4.408","4.408","100(5)","200(1)",IE SFP D 
="20826FAF3","N/A","CONOCOPHILLIPS      COMPANY NOTE        4.15000% 11/15/2034 CALL MAKE WHOLE","4.150","11/15/2034","05/15/2034","A3","A-","97.380","98.232","4.428","4.337","4.337","50(5)","178(5)",IE SFP D 
="718546AK0","N/A","PHILLIPS 66         NOTE CALL MAKE WHOLE4.65000% 11/15/2034","4.650","11/15/2034","05/15/2034","A3","BBB+","102.300","102.758","4.397","4.348","4.357","250(10)","33(10)",IE SFP D 
="01609WAR3","N/A","ALIBABA GROUP       HOLDING LTD SER B   4.50000% 11/28/2034 BOND CALL MAKE WHOLE","4.500","11/28/2034","05/28/2034","A1","A+","95.430","96.654","5.001","4.864","4.864","200(200)","250(200)",IE SFP D 
="023135AP1","N/A","AMAZON COM INC      NOTE CALL MAKE WHOLE4.80000% 12/05/2034 ISIN #US023135AP19  SEDOL #BTC0L18","4.800","12/05/2034","06/05/2034","A1","AA","111.444","111.696","3.603","3.579","3.616","250(5)","275(10)",IE SFP D 
="172967CT6","N/A","CITIGROUP INC       NOTE                5.85000% 12/11/2034","5.850","12/11/2034","N/A","A3","BBB+","106.671","109.588","5.114","4.811","4.811","100(10)","8(1)",IE SFP D 
="254687DZ6","N/A","DISNEY WALT CO      NOTE                6.20000% 12/15/2034","6.200","12/15/2034","--","A2","BBB+","119.604","119.799","4.156","4.137","4.137","250(10)","100(5)",IE CP SFP D 
="94973VAH0","N/A","ELEVANCE HEALTH INC NOTE CALL MAKE WHOLE5.95000% 12/15/2034","5.950","12/15/2034","N/A","BAA2","A","112.934","114.531","4.568","4.412","4.412","150(5)","22(10)",IE SFP D 
="38143CAV3","N/A","GOLDMAN SACHS GROUP INC                 4.25000% 12/15/2034 FR","4.250","12/15/2034","--","A2","BBB+","92.190","95.806","5.103","4.698","4.698","100(1)","3(3)",IE CP SFP D SO 
="341081ES2","N/A","FLORIDA PWR &LT CO  BOND CALL MAKE WHOLE5.65000% 02/01/2035","5.650","02/01/2035","N/A","AA2","A+","111.052","115.431","4.485","4.063","4.063","100(5)","100(5)",IE SFP D 
="540424AP3","N/A","LOEWS CORP          NOTE CALL MAKE WHOLE6.00000% 02/01/2035","6.000","02/01/2035","N/A","A3","A","111.322","113.258","4.785","4.593","4.593","75(1)","90(1)",IE SFP D 
="907818EB0","N/A","UNION PAC CORP      NOTE CALL MAKE WHOLE3.37500% 02/01/2035","3.375","02/01/2035","08/01/2034","A3","A-","94.969","95.223","3.887","3.861","3.861","92(1)","200(10)",IE SFP D 
="949746JM4","N/A","WELLS FARGO &CO     NOTE                5.37500% 02/07/2035","5.375","02/07/2035","N/A","A1","BBB+","109.141","109.637","4.416","4.367","4.367"," 100(15)","10(10)",IE SFP D 
="594918BC7","N/A","MICROSOFT CORP      NOTE CALL MAKE WHOLE3.50000% 02/12/2035","3.500","02/12/2035","08/12/2034","AAA","AAA","101.821","101.960","3.315","3.301","3.308","100(5)","100(10)",IE SFP D 
="38141E2S7","N/A","GOLDMAN SACHS GROUP INC MTN             5.50000% 02/15/2035","5.500","02/15/2035","--","A2","BBB+","103.668","107.350","5.103","4.722","4.722","50(1)","18(18)",IE CP SFP D SO 
="02364WAJ4","N/A","AMERICA MOVIL SAB DECV NOTE             6.37500% 03/01/2035 CALL MAKE WHOLE","6.375","03/01/2035","N/A","BAA1","A-","118.730","119.862","4.417","4.312","4.312","200(5)","500(200)",IE SFP D 
="209111EH2","N/A","CONSOLIDATED EDISON CO N Y INC BOND     5.30000% 03/01/2035 CALL MAKE WHOLE","5.300","03/01/2035","N/A","BAA1","A-","108.107","108.860","4.451","4.376","4.376","100(5)","200(15)",IE SFP D 
="837004BZ2","N/A","DOMINION ENERGY     SOUTH CAROLINA BOND 5.25000% 03/01/2035 CALL MAKE WHOLE","5.250","03/01/2035","N/A","A3","A","105.465","110.248","4.670","4.193","4.193","100(5)","20(5)",IE SFP D 
="539830BC2","N/A","LOCKHEED MARTIN CORPNOTE CALL MAKE WHOLE3.60000% 03/01/2035","3.600","03/01/2035","09/01/2034","A3","A-","97.887","98.326","3.813","3.768","3.768","500(2)","100(2)",IE SFP D 
="94106LBB4","N/A","WASTE MGMT INC DEL  NOTE CALL MAKE WHOLE3.90000% 03/01/2035","3.900","03/01/2035","09/01/2034","BAA1","A-","96.612","97.111","4.250","4.198","4.198","250(10)","17(2)",IE SFP D 
="585055BT2","N/A","MEDTRONIC PLC       NOTE CALL MAKE WHOLE4.37500% 03/15/2035","4.375","03/15/2035","N/A","A3","A","105.967","105.981","3.776","3.774","3.774","50(10)","4(2)",IE SFP D 
="17298CJ90","N/A","CITIGROUP INC       SER G MTN           3.00000% 03/27/2035","3.000","03/27/2035","03/27/2025","A3","BBB+","80.384","85.327","5.126","4.537","4.537","250(10)","20(10)",SFP 
="144141CV8","N/A","DUKE ENERGY PROGRESSINC BOND            5.70000% 04/01/2035 CALL MAKE WHOLE","5.700","04/01/2035","N/A","AA3","A","110.395","115.934","4.606","4.076","4.076","100(5)","100(5)",IE SFP D 
="26875PAN1","N/A","EOG RES INC         NOTE CALL MAKE WHOLE3.90000% 04/01/2035","3.900","04/01/2035","10/01/2034","A3","A-","97.400","98.019","4.166","4.102","4.102","500(5)","55(10)",IE SFP D 
="386088AH1","N/A","DIAGEO INVT CORP    NOTE                7.45000% 04/15/2035","7.450","04/15/2035","N/A","A3","A-","133.595","133.787","4.041","4.024","4.024","500(1)","50(5)",IE SFP D 
="337358BA2","N/A","WELLS FARGO &CO     BOND                7.50000% 04/15/2035","7.500","04/15/2035","--","A3","BBB","124.431","129.635","4.893","4.423","4.423","200(20)","120(10)",IE CP SFP D 
="913017BJ7","N/A","RAYTHEON            TECHNOLOGIES CORP   5.40000% 05/01/2035 NOTE CALL MAKE WHOLE","5.400","05/01/2035","N/A","BAA1","A-","111.764","113.519","4.198","4.032","4.032","337(2)","500(2)",IE SFP D 
="020002AS0","N/A","ALLSTATE CORP       NOTE CALL MAKE WHOLE5.55000% 05/09/2035","5.550","05/09/2035","N/A","A3","A-","113.480","114.261","4.176","4.103","4.103","250(5)","225(10)",IE SFP D 
="822582BE1","N/A","SHELL INTERNATIONAL FIN BV NOTE         4.12500% 05/11/2035 CALL MAKE WHOLE","4.125","05/11/2035","N/A","AA2","A+","100.900","101.393","4.034","3.984","3.984","250(5)","200(5)",IE SFP D 
="797440BF0","N/A","SAN DIEGO GAS &ELEC CO BOND             5.35000% 05/15/2035 CALL MAKE WHOLE","5.350","05/15/2035","N/A","A1","A","108.942","111.097","4.426","4.217","4.217","250(1)","74(5)",IE SFP D 
="17298CJF6","N/A","CITIGROUP INC       SER G MTN           3.00000% 05/18/2035","3.000","05/18/2035","05/18/2025","A3","BBB+","N/A","86.664","N/A","4.372","4.372","N/A(N/A)","25(10)",IE SFP 
="747525AJ2","N/A","QUALCOMM INC        NOTE CALL MAKE WHOLE4.65000% 05/20/2035","4.650","05/20/2035","11/20/2034","A2","A","107.516","108.039","3.875","3.824","3.848","100(2)","200(5)",IE SFP D 
="17298CJG4","N/A","CITIGROUP INC       SER G MTN           3.00000% 05/29/2035","3.000","05/29/2035","05/29/2023","A3","BBB+","75.670","83.790","5.700","4.697","4.697","50(5)","15(5)",SFP 
="013716AW5","N/A","ALCAN INC           NOTE CALL MAKE WHOLE5.75000% 06/01/2035","5.750","06/01/2035","N/A","--","A","114.351","115.565","4.283","4.170","4.170","200(5)","200(1)",IE SFP D 
="341081ET0","N/A","FLORIDA PWR &LT CO  BOND CALL MAKE WHOLE4.95000% 06/01/2035","4.950","06/01/2035","N/A","AA2","A+","109.687","110.356","3.978","3.915","3.915","100(5)","100(5)",IE SFP D 
="737679CZ1","N/A","POTOMAC ELEC PWR CO BOND CALL MAKE WHOLE5.40000% 06/01/2035","5.400","06/01/2035","N/A","A2","A","103.654","107.819","5.010","4.586","4.586","100(5)","4(4)",IE SFP D 
="95001DA67","N/A","WELLS FARGO &CO     SER T MTN           3.00000% 06/12/2035","3.000","06/12/2035","06/12/2025","A1","BBB+","N/A","91.327","N/A","3.857","3.857","N/A(N/A)","153(10)",IE SFP 
="74432QAH8","N/A","PRUDENTIAL FINL INC MTN                 5.40000% 06/13/2035","5.400","06/13/2035","--","A3","A","104.475","108.873","4.925","4.484","4.484","50(5)","30(1)",IE CP SFP D 
="20030NAF8","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE 5.65000% 06/15/2035","5.650","06/15/2035","N/A","A3","A-","113.603","114.702","4.265","4.162","4.162","250(5)","225(10)",IE SFP D 
="59156RAM0","N/A","METLIFE INC         NOTE CALL MAKE WHOLE5.70000% 06/15/2035","5.700","06/15/2035","N/A","A3","A-","114.372","114.596","4.239","4.218","4.218","200(10)","100(2)",IE SFP D 
="695114BZ0","N/A","PACIFICORP          BOND CALL MAKE WHOLE5.25000% 06/15/2035","5.250","06/15/2035","N/A","A1","A+","107.042","107.583","4.521","4.468","4.468","100(15)","100(5)",IE SFP D 
="740189AN5","N/A","PRECISION CASTPARTS CORP NOTE           4.20000% 06/15/2035 CALL MAKE WHOLE","4.200","06/15/2035","12/15/2034","AA2","AA","102.058","104.152","3.987","3.776","3.789","100(5)","109(10)",IE SFP D 
="209111EJ8","N/A","CONSOLIDATED EDISON CO N Y INC BOND     5.25000% 07/01/2035 CALL MAKE WHOLE","5.250","07/01/2035","N/A","BAA1","A-","105.888","115.978","4.638","3.683","3.683","100(5)","100(10)",IE SFP 
="74456QAP1","N/A","PUBLIC SVC ELEC &GASCO MTN              5.25000% 07/01/2035 CALL MAKE WHOLE","5.250","07/01/2035","N/A","A1","A","106.909","116.096","4.537","3.673","3.673","50(1)","100(5)",IE SFP 
="665772CA5","N/A","NORTHERN STS PWR CO MINN BOND           5.25000% 07/15/2035 CALL MAKE WHOLE","5.250","07/15/2035","N/A","AA3","A","108.471","110.732","4.385","4.169","4.169","100(5)","15(1)",IE SFP D 
="842400FA6","N/A","SOUTHERN CALIF      EDISON CO BOND      5.35000% 07/15/2035 CALL MAKE WHOLE","5.350","07/15/2035","N/A","A3","A-","104.847","104.941","4.841","4.832","4.832","100(5)","200(15)",IE SFP D 
="91324PCQ3","N/A","UNITEDHEALTH GROUP  INC NOTE            4.62500% 07/15/2035 CALL MAKE WHOLE","4.625","07/15/2035","N/A","A3","A+","106.904","107.058","3.939","3.924","3.924","19(2)","23(10)",IE SFP D 
="929903AM4","N/A","WELLS FARGO &CO     BOND                5.50000% 08/01/2035","5.500","08/01/2035","--","A3","BBB","106.514","107.098","4.819","4.761","4.761","100(1)","118(10)",IE CP SFP D 
="20030NBP5","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE4.40000% 08/15/2035","4.400","08/15/2035","02/15/2035","A3","A-","101.987","103.068","4.194","4.085","4.094","75(2)","150(10)",IE SFP D 
="040555CH5","N/A","ARIZONA PUB SVC CO  NOTE CALL MAKE WHOLE5.50000% 09/01/2035","5.500","09/01/2035","N/A","A3","BBB+","104.583","105.876","5.017","4.886","4.886","100(5)","70(1)",IE SFP D 
="341081EU7","N/A","FLORIDA PWR &LT CO  BOND CALL MAKE WHOLE5.40000% 09/01/2035","5.400","09/01/2035","N/A","AA2","A+","110.716","117.033","4.318","3.741","3.741","100(5)","100(5)",IE SFP D 
="375558BG7","N/A","GILEAD SCIENCES INC NOTE CALL MAKE WHOLE4.60000% 09/01/2035","4.600","09/01/2035","03/01/2035","A3","BBB+","104.476","104.808","4.140","4.106","4.120","50(5)","40(10)",IE SFP D 
="931142CB7","N/A","WALMART INC         NOTE                5.25000% 09/01/2035 ISIN #US931142CB75  SEDOL #B0J45R4","5.250","09/01/2035","N/A","AA2","AA","117.356","117.997","3.576","3.520","3.520","500(5)","500(2)",IE SFP D 
="039483AU6","N/A","ARCHER DANIELS      MIDLAND CO BOND     5.37500% 09/15/2035 CALL MAKE WHOLE","5.375","09/15/2035","N/A","A2","A","114.113","115.384","3.983","3.868","3.868","50(5)","150(10)",IE SFP D 
="149123BL4","N/A","CATERPILLAR INC     BOND CALL MAKE WHOLE5.30000% 09/15/2035","5.300","09/15/2035","N/A","A2","A","113.555","117.398","3.964","3.621","3.621","250(5)","11(11)",IE SFP D 
="210518CP9","N/A","CONSUMERS ENERGY CO BOND CALL MAKE WHOLE 5.80000% 09/15/2035","5.800","09/15/2035","N/A","A1","A","109.172","113.585","4.846","4.423","4.423","100(5)","500( 1)",IE SFP D 
="17298CKC1","N/A","CITIGROUP INC       SER G MTN           2.38000% 09/17/2035","2.380","09/17/2035","09/17/2023","A3","BBB+","N/A","84.366","N/A","3.915","3.915","N/A(N/A)","15(15)",IE SFP 
="48128GW97","N/A","JPMORGAN CHASE &CO  SER E MTN           2.00000% 09/22/2035","2.000","09/22/2035","09/22/2025","A2","A-","N/A","79.936","N/A","3.976","3.976","N/A(N/A)","8(8)",SFP 
="17298CKG2","N/A","CITIGROUP INC       SER G MTN           2.30000% 09/28/2035","2.300","09/28/2035","09/28/2023","A3","BBB+","N/A","76.742","N/A","4.689","4.689","N/A(N/A)","17(5)",IE SFP 
="037735CE5","N/A","APPALACHIAN PWR CO  NOTE CALL MAKE WHOLE5.80000% 10/01/2035","5.800","10/01/2035","N/A","BAA1","A-","108.607","113.541","4.904","4.430","4.430","1,000(100)","100(5)",IE SFP D 
="038222AK1","N/A","APPLIED MATLS INC   NOTE CALL MAKE WHOLE5.10000% 10/01/2035 ISIN #US038222AK16  SEDOL #BYTX3G4","5.100","10/01/2035","04/01/2035","A2","A","111.876","112.575","3.902","3.836","3.871","100(10)","200(15)",IE SFP D 
="199575AV3","N/A","OHIO PWR CO         NOTE CALL MAKE WHOLE5.85000% 10/01/2035","5.850","10/01/2035","N/A","A3","A-","111.180","115.619","4.700","4.284","4.284","1,000(100)","100(5)",IE SFP D 
="693627AY7","N/A","DUKE ENERGY IND LLC BOND CALL MAKE WHOLE6.12000% 10/15/2035","6.120","10/15/2035","N/A","A2","BBB+","115.165","115.195","4.576","4.573","4.573","100(5)","44(10)",IE SFP D 
="337358BD6","N/A","WELLS FARGO &CO     BOND                6.55000% 10/15/2035","6.550","10/15/2035","--","A3","BBB","114.075","117.666","5.073","4.734","4.734","100(10)","51(10)",IE CP SFP D 
="595620AE5","N/A","MIDAMERICAN ENERGY  COMPANY MTN         5.75000% 11/01/2035 CALL MAKE WHOLE","5.750","11/01/2035","N/A","AA2","A+","115.018","116.326","4.254","4.136","4.136","100(15)","3(1)",IE SFP D 
="594918BK9","N/A","MICROSOFT CORP      NOTE CALL MAKE WHOLE4.20000% 11/03/2035","4.200","11/03/2035","05/03/2035","AAA","AAA","107.512","108.191","3.466","3.402","3.425","100(10)","100(10)",IE SFP D 
="20030NAK7","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE 6.50000% 11/15/2035ISIN #US20030NAK72  SEDOL #B0PG8W0","6.500","11/15/2035","N/A","A3","A-","121.423","121.961","4.357","4.310","4.310","250(10)","279(1)",IE SFP D 
="842434CG5","N/A","SOUTHERN CALIF GAS  CO BOND             5.75000% 11/15/2035 CALL MAKE WHOLE","5.750","11/15/2035","N/A","AA3","A+","114.159","119.173","4.336","3.887","3.887","100(5)","100(5)",IE SFP D 
="185508AE8","N/A","CLECO PWR LLC       NOTE CALL MAKE WHOLE6.50000% 12/01/2035","6.500","12/01/2035","N/A","A3","BBB+","116.232","121.641","4.833","4.343","4.343","50(1)","100(5)",IE SFP D 
="48128GX88","N/A","JPMORGAN CHASE &CO  MTN                 2.00000% 12/11/2035","2.000","12/11/2035","12/11/2025","A2","A-","N/A","76.968","N/A","4.283","4.283","N/A(N/A)","23(10)",IE SFP 
="92826CAE2","N/A","VISA INC            NOTE CALL MAKE WHOLE4.15000% 12/14/2035","4.150","12/14/2035","06/14/2035","AA3","AA-","105.602","106.185","3.602","3.547","3.564","100(10)","225(2)",IE SFP D 
="17328Y7K4","N/A","CITIGROUP GLOBAL    MKTS HLDGS IN SER N 2.10000% 12/18/2035 MTN","2.100","12/18/2035","12/18/2025","A3","A","N/A","75.500","N/A","4.568","4.568","N/A(N/A)","11(5)",IE SFP D 
="94973VAL1","N/A","ELEVANCE HEALTH INC NOTE CALL MAKE WHOLE5.85000% 01/15/2036","5.850","01/15/2036","N/A","BAA2","A","113.054","113.435","4.542","4.507","4.507","250(5)","35(2)",IE SFP D 
="26875PAQ4","N/A","EOG RES INC         NOTE CALL MAKE WHOLE5.10000% 01/15/2036","5.100","01/15/2036","07/15/2035","A3","A-","105.693","106.689","4.514","4.416","4.434","239(2)","42(5)",IE SFP D 
="842400EZ2","N/A","SOUTHERN CALIF      EDISON CO BOND      5.55000% 01/15/2036 CALL MAKE WHOLE","5.550","01/15/2036","N/A","A3","A-","102.746","106.222","5.262","4.912","4.912","100(5)","100(5)",IE SFP D 
="927804FA7","N/A","VIRGINIA ELEC &PWR  CO NOTE             6.00000% 01/15/2036 CALL MAKE WHOLE","6.000","01/15/2036","N/A","A2","BBB+","116.097","116.939","4.401","4.325","4.325","100(5)","50(10)",IE SFP D 
="064159Q25","N/A","BANK NOVA SCOTIA B CSER B NOTE          2.00000% 01/27/2036","2.000","01/27/2036","01/27/2023","A2","A-","N/A","81.827","N/A","3.727","3.727","N/A(N/A)","35(10)",SFP 
="298785DV5","N/A","EUROPEAN INVESTMENT BANK BOND           4.87500% 02/15/2036 ISIN #US298785DV50  SEDOL #B0ZRRZ9","4.875","02/15/2036","--","AAA","AAA","119.750","122.850","3.079","2.830","2.830","100(10)","100(10)",CP SFP D 
="38143C5L1","N/A","GOLDMAN SACHS GROUP INC SER D MTN       4.25000% 02/15/2036","4.250","02/15/2036","--","A2","BBB+","91.840","97.766","5.085","4.470","4.470","100(1)","3(3)",IE CP SFP 
="33738KAA3","N/A","WELLS FARGO BANK    NATL ASSN MTN       6.18000% 02/15/2036","6.180","02/15/2036","--","AA3","BBB+","103.206","114.343","5.834","4.732","4.732","500(250)","1,500(250)",IE CP SFP 
="983024AL4","N/A","WYETH               NOTE CALL MAKE WHOLE 6.00000% 02/15/2036ISIN #US983024AL46  SEDOL #B0Z6LM1","6.000","02/15/2036","N/A","A2","A+","119.586","119.869","4.099","4.075","4.075","300(10)","146(2)",IE SFP D 
="037833BW9","N/A","APPLE INC           NOTE CALL MAKE WHOLE4.50000% 02/23/2036 ISIN #US037833BW97  SEDOL #BYN2GG8","4.500","02/23/2036","08/23/2035","AAA","AA+","109.761","110.617","3.558","3.481","3.509","150(5)","100(10)",IE SFP D 
="48128G2L3","N/A","JPMORGAN CHASE &CO  SER E MTN           2.35000% 02/26/2036","2.350","02/26/2036","02/26/2026","A2","A-","76.350","81.204","4.733","4.180","4.180","100(1)","20(10)",SFP 
="478160BU7","N/A","JOHNSON &JOHNSON    NOTE CALL MAKE WHOLE3.55000% 03/01/2036","3.550","03/01/2036","09/01/2035","AAA","AAA","99.756","100.168","3.573","3.534","3.534","500( 5)","50(10)",IE SFP D 
="202795HK9","N/A","COMMONWEALTH EDISON CO BOND             5.90000% 03/15/2036 CALL MAKE WHOLE","5.900","03/15/2036","N/A","A1","A","117.744","118.633","4.177","4.100","4.100","250(5)","275(15)",IE SFP D 
="209111EL3","N/A","CONSOLIDATED EDISON CO N Y INC BOND     5.85000% 03/15/2036 CALL MAKE WHOLE","5.850","03/15/2036","N/A","BAA1","A-","112.766","114.084","4.579","4.458","4.458","100(5)","100(5)",IE SFP D 
="38143CFS5","N/A","GOLDMAN SACHS GROUP INC                 4.25000% 03/15/2036 FR","4.250","03/15/2036","--","A2","BBB+","92.187","99.660","5.044","4.283","4.283","100(10)","4(4)",IE CP SFP SO 
="38143C5S6","N/A","GOLDMAN SACHS GROUP INC SER D MTN       4.00000% 03/15/2036","4.000","03/15/2036","--","A2","BBB+","89.521","92.309","5.067","4.769","4.769","50(1)","24(10)",IE CP SFP D 
="438516AR7","N/A","HONEYWELL INTL INC  NOTE CALL MAKE WHOLE5.70000% 03/15/2036","5.700","03/15/2036","N/A","A2","A","118.555","120.841","3.927","3.733","3.733","250(5)","15(5)",IE SFP D 
="91324PAR3","N/A","UNITEDHEALTH GROUP  INC NOTE             5.80000% 03/15/2036CALL MAKE WHOLE     ISIN #US91324PAR38","5.800","03/15/2036","N/A","A3","A+","118.424","118.703","4.028","4.004","4.004","100(1)","1,000(5)",IE SFP D 
="74432QAK1","N/A","PRUDENTIAL FINL INC MTN                 5.90000% 03/17/2036","5.900","03/17/2036","--","A3","A","107.166","112.187","5.160","4.679","4.679","100(10)","320(1)",IE CP SFP D 
="037735CG0","N/A","APPALACHIAN PWR CO  NOTE CALL MAKE WHOLE6.37500% 04/01/2036","6.375","04/01/2036","N/A","BAA1","A-","111.616","112.013","5.177","5.139","5.139","100(5)","840(1)",IE SFP D 
="59562VAM9","N/A","BERKSHIRE HATHAWAY  ENERGY CO BOND      6.12500% 04/01/2036 CALL MAKE WHOLE","6.125","04/01/2036","N/A","A3","A-","116.070","116.780","4.533","4.470","4.470","500(2)","50(10)",IE SFP D 
="641423BP2","N/A","NEVADA POWER CO     BOND CALL MAKE WHOLE 6.65000% 04/01/2036","6.650","04/01/2036","N/A","A2","A+","121.254","123.745","4.544","4.328","4.328","212(100)","100(100)",IE SFP D 
="98385XAJ5","N/A","XTO ENERGY INC      NOTE CALL MAKE WHOLE6.10000% 04/01/2036","6.100","04/01/2036","N/A","AA2","AA-","115.271","117.737","4.583","4.362","4.362","100(5)","29(1)",IE SFP D 
="907818FQ6","N/A","UNION PAC CORP      SER B NOTE          2.89100% 04/06/2036 CALL MAKE WHOLE","2.891","04/06/2036","01/06/2036","A3","A-","89.883","89.968","3.849","3.841","3.841","100(10)","90(10)",IE SFP D 
="534187AR0","N/A","LINCOLN NATL CORP   IND NOTE            6.15000% 04/07/2036 CALL MAKE WHOLE","6.150","04/07/2036","N/A","BAA1","A-","105.670","113.667","5.552","4.777","4.777","117(10)","9(2)",IE SFP D 
="500769BR4","N/A","KREDITANSTALT FUR   WIEDERAUFBAU MTN     0.00000% 04/18/2036ZERO CPN            ISIN #US500769BR40","0.000","04/18/2036","--","AAA","AAA","65.971","68.716","3.058","2.756","2.756","1,000(50)","1,000(50)",CP SFP D 
="00440EAH0","N/A","CHUBB INA HLDGS INC NOTE CALL MAKE WHOLE6.70000% 05/15/2036","6.700","05/15/2036","N/A","A3","A","121.605","125.129","4.569","4.268","4.268","100(1)","200(10)",IE SFP D 
="38141EP52","N/A","GOLDMAN SACHS GROUP INC MTN             5.75000% 05/15/2036","5.750","05/15/2036","--","A2","BBB+","106.151","109.940","5.127","4.765","4.765","50(1)","10(5)",IE CP SFP D SO 
